source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
O76093,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O76093,FGF18,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
Q9HCT0,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9HCT0,FGF22,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P23560,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9794,26,AlzPathway:9775403;Baccin2019:76445409312147;BioGRID:21651720;BioGRID:9312147;CA1:1645620;CA1:9648856;CellChatDB:27908981;CellTalkDB:7644540;DIP:9312147;HPMR:7644540;HPRD:9312147;LRdb:7644540;LRdb:931;Lit-BM-17:11855816;Lit-BM-17:21651720;Lit-BM-17:9312147;ProtMapper:21849472;ProtMapper:26740873;ProtMapper:26899129;ProtMapper:28679669;SIGNOR:17306385;SIGNOR:7679912;SignaLink3:23331499;SignaLink3:9312147;connectomeDB2020:7644540;connectomeDB2020:9312147,AlzPathway;Baccin2019;BioGRID;CA1;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11855816;1645620;17306385;21651720;21849472;23331499;26740873;26899129;27908981;28679669;7644540;76445409312147;7679912;931;9312147;9648856;9775403,17,32,21,ligand,ligand,,generic,functional,resource_specific,P23560,BDNF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P20783,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,7,Baccin2019:8621424;CellChatDB:27908981;CellTalkDB:8621424;HPRD:8621424;LRdb:8621424;SIGNOR:17306385;connectomeDB2020:8621424,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,17306385;27908981;8621424,3,19,13,ligand,ligand,,generic,functional,resource_specific,P20783,NTF3,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
O14944,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O14944,EREG,protein,13,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P15692,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P15692,VEGFA,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P49767,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P49767,VEGFC,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Almen2009;CellCellInteractions;HGNC;CellTalkDB;Surfaceome;LRdb;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
O43915,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O43915,VEGFD,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P34130,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,14,AlzPathway:9775403;Baccin2019:767991211855816;CellChatDB:27908981;CellTalkDB:7679912;HPRD:11855816;LRdb:119;LRdb:7679912;Lit-BM-17:11738045;Lit-BM-17:11855816;Lit-BM-17:25241761;SIGNOR:17306385;SIGNOR:7679912;connectomeDB2020:11855816;connectomeDB2020:7679912,AlzPathway;Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,post_translational,11738045;11855816;119;17306385;25241761;27908981;7679912;767991211855816;9775403,9,28,15,ligand,ligand,,generic,functional,resource_specific,P34130,NTF4,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P12034,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P12034,FGF5,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
O95750,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O95750,FGF19,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Almen2009;Surfaceome;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
O43320,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O43320,FGF16,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
Q9NSA1,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9NSA1,FGF21,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
Q9NP95,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9NP95,FGF20,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
Q9GZV9,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9GZV9,FGF23,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P49763,Q16620,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P49763,PGF,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,Q16620,NTRK2,protein,15,FALSE,TRUE,FALSE,TRUE,FALSE
P11487,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,OmniPath,generic,functional,resource_specific,P11487,FGF3,protein,13,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P05019,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,Zhong2015;HGNC;OmniPath,generic,functional,resource_specific,P05019,IGF1,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01344,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P01344,IGF2,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P49771,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P49771,FLT3LG,protein,16,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P21583,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,CellTalkDB;LRdb;OmniPath,generic,functional,resource_specific,P21583,KITLG,protein,16,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01133,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,talklr;connectomeDB2020;Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P01133,EGF,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01138,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01138,NGF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01135,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01135,TGFA,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P09603,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P09603,CSF1,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P14210,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P14210,HGF,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;EMBRACE;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01308,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01308,INS,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;Almen2009;EMBRACE;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P15514,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P15514,AREG,protein,17,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,iTALK;HPMR;CellTalkDB;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
Q9NRA1,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9NRA1,PDGFC,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P04085,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P04085,PDGFA,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Ramilowski_location;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P01127,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01127,PDGFB,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P05230,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P05230,FGF1,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P09038,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P09038,FGF2,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P08620,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P08620,FGF4,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P21781,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P21781,FGF7,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P55075,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P55075,FGF8,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P31371,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P31371,FGF9,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,MCAM;Adhesome;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
O15520,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,O15520,FGF10,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P49765,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:17306385,SIGNOR,post_translational,17306385,1,1,1,ligand,ligand,,generic,functional,resource_specific,P49765,VEGFB,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;EMBRACE;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P20827,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,15,CellChatDB:15114347;CellPhoneDB:15114347;HPRD:8070404;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SIGNOR:9576626;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8070404;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8070404;connectomeDB2020:9330863,CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,post_translational,11114742;15114347;17306385;18988627;21071413;23331499;8070404;9195962;9330863;9576626,10,19,12,ligand,ligand,,generic,functional,resource_specific,P20827,EFNA1,protein,10,TRUE,FALSE,TRUE,FALSE,TRUE,receptor,receptor,talklr;connectomeDB2020;Almen2009;EMBRACE;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
O43921,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,7,CellChatDB:15114347;CellPhoneDB:15114347;HPRD:9751130;LRdb:11114742;SIGNOR:17306385;connectomeDB2020:9330863;connectomeDB2020:9751130,CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,11114742;15114347;17306385;9330863;9751130,5,18,11,ligand,ligand,,generic,functional,resource_specific,O43921,EFNA2,protein,8,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P52803,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,22,BioGRID:9245480;CellChatDB:15114347;CellPhoneDB:15114347;HPMR:9330863;HPRD:9195962;HPRD:9245480;HPRD:9751130;ICELLNET:9530499;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9245480;SignaLink3:9576626;SignaLink3:9751130;connectomeDB2020:9195962;connectomeDB2020:9245480;connectomeDB2020:9330863;connectomeDB2020:9751130,BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,post_translational,11114742;15114347;17306385;18988627;21071413;23331499;9195962;9245480;9330863;9530499;9576626;9751130,12,22,15,ligand,ligand,,generic,functional,resource_specific,P52803,EFNA5,protein,10,TRUE,FALSE,FALSE,TRUE,TRUE,receptor,receptor,talklr;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P52797,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,9,CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;SIGNOR:17306385;SIGNOR:9330863;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9267020;connectomeDB2020:9330863,CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,post_translational,11114742;15114347;17306385;23331499;9195962;9267020;9330863,7,15,11,ligand,ligand,,generic,functional,resource_specific,P52797,EFNA3,protein,7,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
P52798,P29320,TRUE,FALSE,TRUE,TRUE,FALSE,,11,CellChatDB:15114347;CellPhoneDB:15114347;ICELLNET:9530499;LRdb:11114742;Ramilowski2015:8755474;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9195962;SignaLink3:9576626;connectomeDB2020:8755474;talklr:8755474,CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;ICELLNET;LRdb;Ramilowski2015;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,post_translational,11114742;15114347;17306385;23331499;8755474;9195962;9530499;9576626,8,12,11,ligand,ligand,,generic,functional,resource_specific,P52798,EFNA4,protein,9,TRUE,FALSE,TRUE,TRUE,TRUE,receptor,receptor,Zhong2015;OmniPath,generic,functional,resource_specific,P29320,EPHA3,protein,15,FALSE,TRUE,TRUE,TRUE,FALSE
